entry_id	entry_type	source_text	alt_source_text	source_lang	unified_ipa	gujarati_translation	category	task_use	start_time	end_time	notes	source_file
T2-0178	token	कैपेसिटी		english_loan	kəˈpæsɪʈi	ક્ષમતા	analysis	task2.1+task2.2_support			romanized loan form	hinglish_ipa_mapping_manual_expanded.tsv
T2-0179	segment	तीसरा मैं कहता था मेरे लिए मैं कुछ नहीं करूंगा आज मुझे चौबीस साल हो गए		mixed_hinglish	tiːsɾaː mɛ̃ keːhtaː tʰaː meːɾe li.e mɛ̃ kʊt͡ʃ nəhĩː kəɾuːŋɡaː | aːd͡ʒ mʊd͡ʒʱe t͡ʃɔbiːs saːl hoː ɡəe	ત્રીજું, હું કહતો હતો કે હું મારા માટે કંઈ નહીં કરું; આજે મને ચોવીસ વર્ષ થઈ ગયા છે.	lecture_excerpt	task2.1+task2.2_primary	02:21:08	02:21:17	segment extracted from corrected transcript	original_excerpt_segment_ipa_gujarati.tsv
T2-0180	segment	इतने लंबे कालखंड से मैं head of the government के रूप में काम कर रहा हूं		mixed_hinglish	ɪtne ləmbe kaːlkʰəɳɖ se mɛ̃ hɛɖ ɔf ðə ɡəvənməɳʈ ke ɾuːp mẽ kaːm kəɾ ɾəhaː hũ	આટલા લાંબા સમયથી હું સરકારના વડા તરીકે કામ કરું છું.	lecture_excerpt	task2.1+task2.2_primary	02:21:17	02:21:23	segment extracted from corrected transcript	original_excerpt_segment_ipa_gujarati.tsv
T2-0181	segment	देशवासियों ने मुझे काम दिया है मेरे इन तीन कसौटियों पर मैंने अपने आप को तोल कर रखा है और मेरी inspiration लोगों की सेवा उनकी aspiration और उनकी आवश्यकता है		mixed_hinglish	d̪eːʃʋaːsijõ ne mʊd͡ʒʱe kaːm d̪ijaː hɛ | meːɾe ɪn tiːn kəsɔʈijõ pəɾ mɛ̃ne əpne aːp ko toːl kəɾ ɾəkʰaː hɛ | ɔɾ meːɾi ɪnspɪɾeːʃən loːɡõ ki seːʋaː ʊnki æspɪɾeːʃən ɔɾ ʊnki əʋəʃjəktaː hɛ	દેશવાસીઓએ મને કામ આપ્યું છે; હું મારા કામને ત્રણ કસોટીઓ પર તોલું છું, અને મારી પ્રેરણા લોકોની સેવા, તેમની આકાંક્ષા અને તેમની જરૂરિયાત છે.	lecture_excerpt	task2.1+task2.2_primary	02:21:23	02:21:37	segment extracted from corrected transcript	original_excerpt_segment_ipa_gujarati.tsv
T2-0182	segment	आज भी मेरी ऊर्जा वही है जी मी एज एन engineer अ person who loves mathematics		mixed_hinglish	aːd͡ʒ bʱiː meːɾi uːɾd͡ʒaː ʋəɦiː hɛ | d͡ʒiː miː eːd͡ʒ ɛn ɪnd͡ʒɪˈnɪəɾ ə pɜːsən huː ləvz mɛθəˈmætɪks	આજે પણ મારી ઊર્જા એ જ છે; હું એક ઇજનેર છું અને ગણિતને પ્રેમ કરનાર વ્યક્તિ છું.	lecture_excerpt	task2.1+task2.2_primary	02:21:37	02:21:55	segment extracted from corrected transcript	original_excerpt_segment_ipa_gujarati.tsv
T2-0183	segment	रामानुजन एक Indian mathematician थे और मैं उनका बहुत आदर करता हूं क्योंकि science और spirituality के बीच बड़ा connection है		mixed_hinglish	ɾaːmaːnud͡ʒən eːk ɪnɖijən mæθəməˈtɪʃən tʰeː | ɔɾ mɛ̃ ʊnkaː bəhʊt aːd̪əɾ kəɾtaː hũ kjõki saɪəns ɔɾ spɪɾɪtʃuˈælɪʈi ke biːt͡ʃ bəɽaː kəˈnɛkʃən hɛ	રામાનુજન એક ભારતીય ગણિતજ્ઞ હતા; હું તેમનો ઘણો આદર કરું છું, કારણ કે વિજ્ઞાન અને આધ્યાત્મ વચ્ચે ઊંડો સંબંધ છે.	lecture_excerpt	task2.1+task2.2_primary	02:21:55	02:22:15	segment extracted from corrected transcript	original_excerpt_segment_ipa_gujarati.tsv
T2-0184	segment	बहुत से scientific advanced minds spiritual भी होते हैं वह cut off नहीं होते हैं		mixed_hinglish	bəhʊt se saɪənˈtɪfɪk ədˈvaːnst maɪndz spɪɾɪtʃuəl bʱiː hoːte hɛ̃ | ʋeː kʌʈ ɔf nəhĩː hoːte hɛ̃	ઘણા વૈજ્ઞાનિક રીતે પ્રગતિશીલ મનોવૃત્તિ ધરાવતા લોકો આધ્યાત્મિક પણ હોય છે; તેઓ સંપૂર્ણપણે અલગ પડેલા નથી.	lecture_excerpt	task2.1+task2.2_primary	02:22:15	02:22:31	segment extracted from corrected transcript	original_excerpt_segment_ipa_gujarati.tsv
T2-0185	segment	श्रीनिवास रामानुजम कहते थे कि उन्हें mathematical ideas उस देवी से आते हैं जिसकी वह पूजा करते हैं और तपस्या सिर्फ hard work नहीं है		mixed_hinglish	ʃɾiːniʋaːs ɾaːmaːnud͡ʒəm keːhte tʰeː ki ʊnʱẽ mæθəməˈtɪkəl aɪˈdɪəz ʊs deːʋi se aːte hɛ̃ d͡ʒiski ʋəɦ puːd͡ʒaː kəɾte hɛ̃ | ɔɾ t̪əpəsjaː sɪɾf haːɾɖ wɜːk nəhĩː hɛ	શ્રીનિવાસ રામાનુજમ કહેતા હતા કે તેમને ગણિતીય વિચારો તેમની પૂજ્ય દેવી પાસેથી મળે છે, અને તપસ્યા માત્ર કઠિન મહેનત નથી.	lecture_excerpt	task2.1+task2.2_primary	02:22:31	02:22:56	segment extracted from corrected transcript	original_excerpt_segment_ipa_gujarati.tsv
T2-0186	segment	एक काम के लिए खुद को खपा देना और knowledge के जितने ज्यादा sources के लिए अपने open होंगे उतने ज्यादा ideas आएंगे		mixed_hinglish	eːk kaːm ke li.e kʰʊd̪ ko kʰəpaː d̪eːnaː | ɔɾ nɑlɪd͡ʒ ke d͡ʒɪtne d͡ʒjaːd̪aː sɔːɾsɪz ke li.e əpne oːpən hõge ʊtne d͡ʒjaːd̪aː aɪˈdɪəz aːẽge	એક કાર્ય માટે પોતાને સમર્પિત કરી દેવું જોઈએ; અને જેટલા વધુ જ્ઞાનના સ્ત્રોતો માટે આપણે ખુલ્લા થઈશું, એટલા વધુ વિચારો આવશે.	lecture_excerpt	task2.1+task2.2_primary	02:22:56	02:23:20	segment extracted from corrected transcript	original_excerpt_segment_ipa_gujarati.tsv
T2-0187	segment	information और knowledge के बीच फर्क समझना चाहिए knowledge एक विधा है जो processing के बाद धीरे धीरे evolve होती है		mixed_hinglish	ɪnfəɾˈmeːʃən ɔɾ nɑlɪd͡ʒ ke biːt͡ʃ fəɾk səməd͡ʒʱnaː tʃaːhi.e | nɑlɪd͡ʒ eːk ʋɪd̪ʱaː hɛ d͡ʒoː pɾaːsɛsɪŋ ke baːd̪ d̪ʱiːɾe d̪ʱiːɾe iˈʋɔlʋ hoːti hɛ	માહિતી અને જ્ઞાન વચ્ચેનો ફરક સમજવો જોઈએ; જ્ઞાન એક એવી પ્રક્રિયાથી વિકસે છે જે ધીમે ધીમે પરિપક્વ બને છે.	lecture_excerpt	task2.1+task2.2_primary	02:23:20	02:23:43	segment extracted from corrected transcript	original_excerpt_segment_ipa_gujarati.tsv
T2-0188	segment	मैं ऐसा politician हूं जिसने 85 से 90 district में रात्रि मुकाम किया है इसलिए मेरे पास grassroot level की first hand information है		mixed_hinglish	mɛ̃ ɛsaː pɑlɪˈʈɪʃən hũ d͡ʒɪsne pət͡ʃaːsiː se nəʋe ɖɪsˈʈɾɪkʈ mẽ ɾaːtɾi mʊkaːm kɪjaː hɛ | ɪsli.e meːɾe paːs ɡɾaːsɾuːʈ lɛʋəl ki fɝsʈ hænɖ ɪnfəɾˈmeːʃən hɛ	હું એવો રાજકારણી છું જેણે 85થી 90 જિલ્લાઓમાં રાત્રિ મુકામ કર્યો છે; તેથી મારી પાસે ધરાતળ સ્તરની પ્રત્યક્ષ માહિતી છે.	lecture_excerpt	task2.1+task2.2_primary	02:24:20	02:24:59	segment extracted from corrected transcript	original_excerpt_segment_ipa_gujarati.tsv
T2-0189	segment	निर्णय करने में मेरा तराजू है देश सबसे पहले और अगर उलझन हो तो गरीब का चेहरा याद करो तब निर्णय सही होगा		mixed_hinglish	nɪɾɳəj kəɾne mẽ meːɾaː təɾaːd͡zuː hɛ d̪eːʃ səbse pəhle | ɔɾ əɡəɾ ʊld͡ʒʱən hoː toː ɡəɾiːb kaː t͡ʃeːhɾaː jaːd̪ kəɾoː t̪əb nɪɾɳəj səhiː hoːɡaː	નિર્ણય કરતી વખતે મારી કસોટી એ છે કે દેશ સૌ પ્રથમ આવે; અને જો મૂંઝવણ હોય તો ગરીબ માણસનો ચહેરો યાદ કરવો, ત્યારે નિર્ણય યોગ્ય બને.	lecture_excerpt	task2.1+task2.2_primary	02:25:07	02:25:55	segment extracted from corrected transcript	original_excerpt_segment_ipa_gujarati.tsv
T2-0190	segment	मेरे information channel बहुत हैं मैं brief पर निर्भर नहीं रहता विद्यार्थी भाव से पूछता हूं और कभी devil advocate बनकर उल्टे प्रश्न भी करता हूं		mixed_hinglish	meːɾe ɪnfəɾˈmeːʃən tʃɛnəl bəhʊt hɛ̃ | mɛ̃ bɾiːf pəɾ nɪɾbʱəɾ nəhĩː ɾehtaː | ʋɪd̪jaːɾtʰi bʱaːʋ se puːt͡ʃt̪aː hũ ɔɾ kəbʱi dɛʋəlz ˈædʋəkeːʈ bənkəɾ ʊlʈe pɾəʃn bʱiː kəɾtaː hũ	મારા માહિતી ચેનલો બહુ છે; હું માત્ર બ્રીફ પર આધાર રાખતો નથી, વિદ્યાર્થીભાવથી પૂછું છું અને ક્યારેક ડેવિલ્સ એડ્વોકેટ બનીને ઉલ્ટા પ્રશ્નો પણ કરું છું.	lecture_excerpt	task2.1+task2.2_primary	02:26:04	02:26:54	segment extracted from corrected transcript	original_excerpt_segment_ipa_gujarati.tsv
T2-0191	segment	बहुत बारीकी से मंथन करना पड़ता है reaction देखता हूं और जब convince हो जाता हूं तो process बहुत speed से चलती है		mixed_hinglish	bəhʊt baːɾiːki se mən̪t̪ʰən kəɾnaː pəɽt̪aː hɛ | ɾiˈækʃən d̪eːkʰt̪aː hũ | ɔɾ d͡ʒəb kənˈʋɪns hoː d͡ʒaːt̪aː hũ toː pɾaːsɛs bəhʊt spiːɖ se t͡ʃəlt̪i hɛ	ઘણી બારીકીથી મંથન કરવું પડે છે; હું પ્રતિક્રિયાઓ જોઉં છું, અને જ્યારે મને વિશ્વાસ થાય છે ત્યારે પ્રક્રિયા ખૂબ ઝડપથી આગળ વધે છે.	lecture_excerpt	task2.1+task2.2_primary	02:27:00	02:27:44	segment extracted from corrected transcript	original_excerpt_segment_ipa_gujarati.tsv
T2-0192	segment	corona के समय economist और political parties pressure डालते थे लेकिन मैंने गरीब को भूखा सोने नहीं देने और social tension न बढ़ने देने का निर्णय किया		mixed_hinglish	koːɾoːnaː ke səmaj iˈkɑnəmɪst ɔɾ pəˈlɪʈɪkəl paːɾʈiz pɾɛʃəɾ ɖaːlte tʰeː | leːkɪn mɛ̃ne ɡəɾiːb ko bʱuːkʰaː soːne nəhĩː d̪eːne ɔɾ soːʃəl tɛnʃən nə bəɽʱne d̪eːne kaː nɪɾɳəj kɪjaː	કોરોના સમય દરમિયાન અર્થશાસ્ત્રીઓ અને રાજકીય પક્ષો દબાણ કરતા હતા, પરંતુ મેં ગરીબને ભૂખ્યા સુવા ન દેવાનો અને સામાજિક તણાવ ન વધવા દેવાનો નિર્ણય કર્યો.	lecture_excerpt	task2.1+task2.2_primary	02:27:54	02:28:45	segment extracted from corrected transcript	original_excerpt_segment_ipa_gujarati.tsv
T2-0193	segment	lockdown के समय दुनिया pressure कर रही थी पर मैंने expert opinion सुनकर भी देश की परिस्थिति के अनुसार निर्णय लिया और inflation से बचाया		mixed_hinglish	lɑkɖaːʊn ke səmaj d̪ʊnijaː pɾɛʃəɾ kəɾ ɾəhiː tʰiː | pəɾ mɛ̃ne ɛkspɜːʈ əˈpɪnjən sʊnkəɾ bʱiː d̪eːʃ ki pəɾɪst̪ʰɪt̪i ke ənu.saːɾ nɪɾɳəj lɪjaː ɔɾ ɪnˈfleːʃən se bət͡ʃaːjaː	લોકડાઉનના સમયમાં દુનિયા દબાણ કરી રહી હતી, છતાં મેં નિષ્ણાતોની સલાહ સાંભળીને પણ દેશની પરિસ્થિતિ અનુસાર નિર્ણય લીધો અને મૂલ્યવૃદ્ધિથી બચાવવાનો પ્રયાસ કર્યો.	lecture_excerpt	task2.1+task2.2_primary	02:28:45	02:29:40	segment extracted from corrected transcript	original_excerpt_segment_ipa_gujarati.tsv
T2-0194	segment	संकट के समय दुनिया भर की theory लागू करने के मोह में पड़े बिना मैंने basic fundamental पर focus किया		mixed_hinglish	səŋkəʈ ke səmaj d̪ʊnijaː bʱəɾ ki θiəɾi laːɡuː kəɾne ke moːh mẽ pəɽe bɪnaː mɛ̃ne beːsɪk fʌnɖəˈmɛnʈəl pəɾ foːkəs kɪjaː	સંકટના સમયમાં દુનિયાભરની થિયરીઓને અંધપણે લાગુ કરવાની લાલચમાં પડ્યા વગર મેં મૂળભૂત આધારબિંદુઓ પર ફોકસ કર્યું.	lecture_excerpt	task2.1+task2.2_primary	02:29:49	02:30:14	segment extracted from corrected transcript	original_excerpt_segment_ipa_gujarati.tsv
T2-0195	segment	मेरी risk taking capacity बहुत है मैं ownership लेता हूं गलती हो तो जिम्मा खुद लेता हूं और team मेरे साथ खड़ी रहती है		mixed_hinglish	meːɾi ɾɪsk ʈeːkɪŋ kəˈpæsɪʈi bəhʊt hɛ | mɛ̃ oːnəɾʃɪp leːt̪aː hũ | ɡəlt̪i hoː toː d͡zɪmmaː kʰʊd̪ leːt̪aː hũ ɔɾ ʈiːm meːɾe saːtʰ kʰəɽi ɾeht̪i hɛ	મારી જોખમ લેવાની ક્ષમતા બહુ છે; હું માલિકી લઈ લઉં છું, ભૂલ થાય તો જવાબદારી પોતે સ્વીકારું છું, અને ટીમ મારા સાથે મજબૂત ઉભી રહે છે.	lecture_excerpt	task2.1+task2.2_primary	02:30:24	02:30:59	segment extracted from corrected transcript	original_excerpt_segment_ipa_gujarati.tsv
T2-0196	phrase	तीसरा मैं कहता था कि मेरे लिए मैं कुछ नहीं करूंगा।		mixed_hinglish		ત્રીજું, હું કહેતો હતો કે હું મારા માટે કંઈ નહીં કરું.	service	task2.2_primary			parallel corpus row	parallel_corpus_hinglish_gujarati_500_words.tsv
T2-0197	phrase	आज मुझे चौबीस साल हो गए और इतने लंबे कालखंड से मैं सार्वजनिक जीवन में काम कर रहा हूं।		mixed_hinglish		આજે મને ચોવીસ વર્ષ થઈ ગયા છે અને આટલા લાંબા સમયથી હું જાહેર જીવનમાં કામ કરું છું.	service	task2.2_primary			parallel corpus row	parallel_corpus_hinglish_gujarati_500_words.tsv
T2-0198	phrase	देशवासियों ने मुझे काम दिया है और मैंने अपने आप को कसौटियों पर तौल कर रखा है।		mixed_hinglish		દેશવાસીઓએ મને કામ આપ્યું છે અને મેં મારા જાતને કસોટીઓ પર તોલ્યો છે.	service	task2.2_primary			parallel corpus row	parallel_corpus_hinglish_gujarati_500_words.tsv
T2-0199	phrase	मेरी प्रेरणा लोगों की सेवा, उनकी आकांक्षा और उनकी आवश्यकता है।		mixed_hinglish		મારી પ્રેરણા લોકોની સેવા, તેમની આકાંક્ષા અને તેમની જરૂરિયાત છે.	service	task2.2_primary			parallel corpus row	parallel_corpus_hinglish_gujarati_500_words.tsv
T2-0200	phrase	आज भी मेरी ऊर्जा वही है और मैं अपने काम को उसी भावना से देखता हूं।		mixed_hinglish		આજે પણ મારી ઊર્જા એ જ છે અને હું મારા કાર્યને એ જ ભાવનાથી જોઉં છું.	motivation	task2.2_primary			parallel corpus row	parallel_corpus_hinglish_gujarati_500_words.tsv
T2-0201	phrase	मैं एक engineer हूं और mathematics से प्रेम करने वाला व्यक्ति हूं।		mixed_hinglish		હું એક ઇજનેર છું અને ગણિતને પ્રેમ કરનાર વ્યક્તિ છું.	identity	task2.2_primary			parallel corpus row	parallel_corpus_hinglish_gujarati_500_words.tsv
T2-0202	phrase	रामानुजन एक Indian mathematician थे और उनका जीवन मेरे लिए प्रेरणा है।		mixed_hinglish		રામાનુજન એક ભારતીય ગણિતજ્ઞ હતા અને તેમનું જીવન મારા માટે પ્રેરણા છે.	science	task2.2_primary			parallel corpus row	parallel_corpus_hinglish_gujarati_500_words.tsv
T2-0203	phrase	मैं उनका बहुत आदर करता हूं क्योंकि science और spirituality के बीच गहरा connection है।		mixed_hinglish		હું તેમનો ઘણો આદર કરું છું કારણ કે વિજ્ઞાન અને આધ્યાત્મ વચ્ચે ઊંડો સંબંધ છે.	science	task2.2_primary			parallel corpus row	parallel_corpus_hinglish_gujarati_500_words.tsv
T2-0204	phrase	बहुत से scientific advanced minds spiritual भी होते हैं और वे कट ऑफ नहीं होते।		mixed_hinglish		ઘણા વૈજ્ઞાનિક રીતે પ્રગતિશીલ મનોવૃત્તિ ધરાવતા લોકો આધ્યાત્મિક પણ હોય છે અને તેઓ સંપૂર્ણપણે અલગ પડતા નથી.	science	task2.2_primary			parallel corpus row	parallel_corpus_hinglish_gujarati_500_words.tsv
T2-0205	phrase	श्रीनिवास रामानुजम कहते थे कि mathematical ideas उन्हें उनकी उपासना से प्राप्त होते हैं।		mixed_hinglish		શ્રીનિવાસ રામાનુજમ કહેતા હતા કે તેમને ગણિતીય વિચારો તેમની ઉપાસનાથી પ્રાપ્ત થતા હતા.	science	task2.2_primary			parallel corpus row	parallel_corpus_hinglish_gujarati_500_words.tsv
T2-0206	phrase	तपस्या केवल hard work नहीं है बल्कि किसी एक काम के लिए स्वयं को समर्पित कर देना है।		mixed_hinglish		તપસ્યા માત્ર કઠિન મહેનત નથી, પરંતુ એક કાર્ય માટે પોતાને સંપૂર્ણ સમર્પિત કરી દેવું છે.	spirituality	task2.2_primary			parallel corpus row	parallel_corpus_hinglish_gujarati_500_words.tsv
T2-0207	phrase	जितने ज्यादा knowledge sources के लिए हम open होंगे उतने ज्यादा ideas हमारे पास आएंगे।		mixed_hinglish		જેટલા વધુ જ્ઞાનના સ્ત્રોતો માટે આપણે ખુલ્લા થઈશું, એટલા વધુ વિચારો અમારા પાસે આવશે.	knowledge	task2.2_primary			parallel corpus row	parallel_corpus_hinglish_gujarati_500_words.tsv
T2-0208	phrase	information और knowledge के बीच फर्क समझना बहुत जरूरी है।		mixed_hinglish		માહિતી અને જ્ઞાન વચ્ચેનો ફરક સમજવો ખૂબ જરૂરી છે.	knowledge	task2.2_primary			parallel corpus row	parallel_corpus_hinglish_gujarati_500_words.tsv
T2-0209	phrase	knowledge एक ऐसी विधा है जो processing के बाद धीरे धीरे evolve होती है।		mixed_hinglish		જ્ઞાન એવી પ્રક્રિયા છે જે પ્રક્રિયા બાદ ધીમે ધીમે વિકસે છે.	knowledge	task2.2_primary			parallel corpus row	parallel_corpus_hinglish_gujarati_500_words.tsv
T2-0210	phrase	मैं ऐसा politician हूं जिसने पचासी से नब्बे district में रात्रि मुकाम किया है।		mixed_hinglish		હું એવો રાજકારણી છું જેણે પંચ્યાસીથી નવ્વાં જિલ્લાઓમાં રાત્રિ મુકામ કર્યો છે.	governance	task2.2_primary			parallel corpus row	parallel_corpus_hinglish_gujarati_500_words.tsv
T2-0211	phrase	इसलिए मेरे पास grassroot level की first hand information उपलब्ध है।		mixed_hinglish		તે કારણે મારી પાસે ધરાતળ સ્તરની પ્રત્યક્ષ માહિતી ઉપલબ્ધ છે.	governance	task2.2_primary			parallel corpus row	parallel_corpus_hinglish_gujarati_500_words.tsv
T2-0212	phrase	निर्णय करने में मेरा तराजू है कि देश सबसे पहले आता है।		mixed_hinglish		નિર્ણય કરતી વખતે મારી કસોટી એ છે કે દેશ સૌ પ્રથમ આવે છે.	decision	task2.2_primary			parallel corpus row	parallel_corpus_hinglish_gujarati_500_words.tsv
T2-0213	phrase	अगर उलझन हो तो गरीब का चेहरा याद करो और सोचो कि निर्णय उसके काम आएगा या नहीं।		mixed_hinglish		જો મૂંઝવણ હોય તો ગરીબનો ચહેરો યાદ કરો અને વિચારો કે નિર્ણય તેના કામ આવશે કે નહીં.	decision	task2.2_primary			parallel corpus row	parallel_corpus_hinglish_gujarati_500_words.tsv
T2-0214	phrase	मेरे information channel बहुत हैं और वे बहुत live हैं इसलिए मुझे अनेक स्रोतों से जानकारी मिलती है।		mixed_hinglish		મારા માહિતી ચેનલો બહુ છે અને તેઓ ખૂબ સક્રિય છે, તેથી મને અનેક સ્ત્રોતોથી જાણકારી મળે છે.	governance	task2.2_primary			parallel corpus row	parallel_corpus_hinglish_gujarati_500_words.tsv
T2-0215	phrase	मैं केवल brief पर निर्भर नहीं रहता बल्कि विद्यार्थी भाव से प्रश्न पूछता हूं।		mixed_hinglish		હું માત્ર બ્રીફ પર આધાર રાખતો નથી, પરંતુ વિદ્યાર્થીભાવથી પ્રશ્નો પૂછું છું.	decision	task2.2_primary			parallel corpus row	parallel_corpus_hinglish_gujarati_500_words.tsv
T2-0216	phrase	कभी कभी मैं devil advocate बनकर उल्टे प्रश्न भी करता हूं ताकि बात की गहराई समझ सकूं।		mixed_hinglish		ક્યારેક હું ડેવિલ્સ એડ્વોકેટ બનીને ઉલ્ટા પ્રશ્નો પણ કરું છું જેથી વાતની ઊંડાણપૂર્વક સમજ મળી શકે.	decision	task2.2_primary			parallel corpus row	parallel_corpus_hinglish_gujarati_500_words.tsv
T2-0217	phrase	बहुत बारीकी से मंथन करना पड़ता है और फिर reaction देखकर निर्णय लेना पड़ता है।		mixed_hinglish		ઘણી બારીકીથી મંથન કરવું પડે છે અને પછી પ્રતિક્રિયા જોઈને નિર્ણય લેવો પડે છે.	decision	task2.2_primary			parallel corpus row	parallel_corpus_hinglish_gujarati_500_words.tsv
T2-0218	phrase	जब मैं convince हो जाता हूं तब process बहुत speed से आगे बढ़ती है।		mixed_hinglish		જ્યારે મને ખાતરી થાય છે ત્યારે પ્રક્રિયા ખૂબ ઝડપથી આગળ વધે છે.	decision	task2.2_primary			parallel corpus row	parallel_corpus_hinglish_gujarati_500_words.tsv
T2-0219	phrase	corona के समय economist और political parties दोनों pressure डाल रहे थे।		mixed_hinglish		કોરોના સમયે અર્થશાસ્ત્રીઓ અને રાજકીય પક્ષો બંને દબાણ કરી રહ્યા હતા.	covid	task2.2_primary			parallel corpus row	parallel_corpus_hinglish_gujarati_500_words.tsv
T2-0220	phrase	लेकिन मैंने यह तय किया कि गरीब भूखा नहीं सोएगा और social tension नहीं बढ़ने दूंगा।		mixed_hinglish		પરંતુ મેં નક્કી કર્યું કે ગરીબ ભૂખ્યો નહીં સૂએ અને સામાજિક તણાવ વધવા નહીં દઉં.	covid	task2.2_primary			parallel corpus row	parallel_corpus_hinglish_gujarati_500_words.tsv
T2-0221	phrase	दुनिया lockdown में थी और लोग तरह तरह की economic theory लागू करने का दबाव बना रहे थे।		mixed_hinglish		દુનિયા લોકડાઉનમાં હતી અને લોકો વિવિધ આર્થિક સિદ્ધાંતો લાગુ કરવાની દબાણ કરી રહ્યા હતા.	economy	task2.2_primary			parallel corpus row	parallel_corpus_hinglish_gujarati_500_words.tsv
T2-0222	phrase	मैंने expert opinion सुना लेकिन निर्णय अपने देश की परिस्थिति के अनुसार लिया।		mixed_hinglish		મેં નિષ્ણાતોનું મત સાંભળ્યું, પરંતુ નિર્ણય મારા દેશની પરિસ્થિતિ અનુસાર લીધો.	economy	task2.2_primary			parallel corpus row	parallel_corpus_hinglish_gujarati_500_words.tsv
T2-0223	phrase	मेरे अनुभव और स्थानीय जरूरतों को मिलाकर मैंने अपनी व्यवस्था विकसित की।		mixed_hinglish		મારા અનુભવ અને સ્થાનિક જરૂરિયાતોને મિલાવીને મેં મારી વ્યવસ્થા વિકસાવી.	economy	task2.2_primary			parallel corpus row	parallel_corpus_hinglish_gujarati_500_words.tsv
T2-0224	phrase	इसी कारण मेरे देश ने inflation की समस्या को अपेक्षाकृत कम झेला।		mixed_hinglish		આ જ કારણથી મારા દેશમાં મૂલ્યવૃદ્ધિની સમસ્યા તુલનાત્મક રીતે ઓછી રહી.	economy	task2.2_primary			parallel corpus row	parallel_corpus_hinglish_gujarati_500_words.tsv
T2-0225	phrase	कोविड के बाद भी देश तेजी से प्रगति करने वाली बड़ी economy में बना रहा।		mixed_hinglish		કોવિડ પછી પણ દેશ તેજીથી પ્રગતિ કરનારી મોટી અર્થવ્યવસ્થામાં રહ્યો.	economy	task2.2_primary			parallel corpus row	parallel_corpus_hinglish_gujarati_500_words.tsv
T2-0226	phrase	संकट के समय दुनिया भर की theory लागू करने के मोह में पड़ना जरूरी नहीं होता।		mixed_hinglish		સંકટના સમયમાં દુનિયાભરની થિયરી લાગુ કરવાની લાલચમાં પડવું જરૂરી નથી.	economy	task2.2_primary			parallel corpus row	parallel_corpus_hinglish_gujarati_500_words.tsv
T2-0227	phrase	मैंने basic fundamental पर focus किया और उसी पर टिके रहकर काम किया।		mixed_hinglish		મેં મૂળભૂત આધારબિંદુઓ પર ફોકસ કર્યું અને એ જ આધાર પર કામ કર્યું.	economy	task2.2_primary			parallel corpus row	parallel_corpus_hinglish_gujarati_500_words.tsv
T2-0228	phrase	मेरी risk taking capacity बहुत है और मैं देशहित में कठिन निर्णय लेने को तैयार रहता हूं।		mixed_hinglish		મારી જોખમ લેવાની ક્ષમતા બહુ છે અને હું દેશહિતમાં કઠિન નિર્ણયો લેવા તૈયાર રહું છું.	leadership	task2.2_primary			parallel corpus row	parallel_corpus_hinglish_gujarati_500_words.tsv
T2-0229	phrase	मैं ownership लेता हूं और गलती हो तो जिम्मा खुद अपने ऊपर लेता हूं।		mixed_hinglish		હું માલિકી સ્વીકારું છું અને ભૂલ થાય તો જવાબદારી પોતે સ્વીકારું છું.	leadership	task2.2_primary			parallel corpus row	parallel_corpus_hinglish_gujarati_500_words.tsv
T2-0230	phrase	जब नेता ownership लेता है तो team भी समर्पण के साथ उसके साथ खड़ी रहती है।		mixed_hinglish		જ્યારે નેતા માલિકી લે છે ત્યારે ટીમ પણ સમર્પિત ભાવથી તેની સાથે ઉભી રહે છે.	leadership	task2.2_primary			parallel corpus row	parallel_corpus_hinglish_gujarati_500_words.tsv
T2-0231	phrase	ईमानदारी से लिया गया निर्णय लंबे समय में भरोसा पैदा करता है।		mixed_hinglish		ઇમાનદારીથી લેવાયેલ નિર્ણય લાંબા ગાળામાં વિશ્વાસ પેદા કરે છે.	leadership	task2.2_primary			parallel corpus row	parallel_corpus_hinglish_gujarati_500_words.tsv
T2-0232	phrase	मेरे लिए सेवा, ज्ञान, अनुशासन और निर्णय क्षमता एक दूसरे से जुड़े हुए मूल्य हैं।		mixed_hinglish		મારા માટે સેવા, જ્ઞાન, શિસ્ત અને નિર્ણયક્ષમતા પરસ્પર જોડાયેલા મૂલ્યો છે.	summary	task2.2_primary			parallel corpus row	parallel_corpus_hinglish_gujarati_500_words.tsv
T2-0233	term	वाक् पहचान	speech recognition	mixed_lexicon		વાણી ઓળખ	stt	task2.2_support			core task	technical_terms_en_hi_gu_lexicon_starter.csv
T2-0234	term	स्वचालित वाक् पहचान	automatic speech recognition	mixed_lexicon		સ્વચાલિત વાણી ઓળખ	stt	task2.2_support			core task	technical_terms_en_hi_gu_lexicon_starter.csv
T2-0235	term	भाषा पहचान	language identification	mixed_lexicon		ભાષા ઓળખ	lid	task2.2_support			core task	technical_terms_en_hi_gu_lexicon_starter.csv
T2-0236	term	कोड स्विचिंग	code switching	mixed_lexicon		કોડ સ્વીચિંગ	lid	task2.2_support			core task	technical_terms_en_hi_gu_lexicon_starter.csv
T2-0237	term	प्रतिलेख	transcript	mixed_lexicon		ટ્રાન્સક્રિપ્ટ	text	task2.2_support			output artifact	technical_terms_en_hi_gu_lexicon_starter.csv
